protocol_id,panel_id,dataset_id,assay_id,task_id,target_id,protein_id,family_id,model_id,selection_gain_sd,protein_length,assayed_fraction,mutated_positions,msa_depth,msa_neff,alignment_coverage,sequence_identity_to_development,structure_similarity_to_development,domain_coverage,score_dispersion,score_tail_separation,missing_fraction,ensemble_disagreement,ensemble_agreement,taxon,assay_modality,model_family,model_modalities,exposure_status,structure_available,development_crossover_probability_supervised_wins,exact_sequence_unseen,mmseqs_family_unseen,pfam_clan_unseen,foldseek_structure_family_unseen,auditor_task_id,oracle_selection_gain_sd,selection_regret_sd,ensemble_agreement__carp_640m,ensemble_agreement__esm2_150m,ensemble_agreement__esm2_35m,ensemble_agreement__esm2_650m,ensemble_agreement__esm2_8m,ensemble_agreement__vespag,ensemble_disagreement__carp_640m,ensemble_disagreement__esm2_150m,ensemble_disagreement__esm2_35m,ensemble_disagreement__esm2_650m,ensemble_disagreement__esm2_8m,ensemble_disagreement__vespag,missing_fraction__carp_640m,missing_fraction__esm2_150m,missing_fraction__esm2_35m,missing_fraction__esm2_650m,missing_fraction__esm2_8m,missing_fraction__vespag,score_dispersion__carp_640m,score_dispersion__esm2_150m,score_dispersion__esm2_35m,score_dispersion__esm2_650m,score_dispersion__esm2_8m,score_dispersion__vespag,score_tail_separation__carp_640m,score_tail_separation__esm2_150m,score_tail_separation__esm2_35m,score_tail_separation__esm2_650m,score_tail_separation__esm2_8m,score_tail_separation__vespag,assay_modality_normalized
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,vespag,0.5073360330040683,3423,0.147239263803681,504.0,16501.0,854.1,0.948,0.0,0.2561,0.0,0.0621498380469193,2.7562548796402333,0.0,0.3139720706345916,0.6860279293654084,Virus,OrganismalFitness,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::A0A140D2T1_ZIKV_Sourisseau_2019::A0A140D2T1_ZIKV,0.5073360330040683,0.0,0.750761984749083,0.7540984264308952,0.7433260701867591,0.7294251441464805,0.7317325418524167,0.6860279293654084,0.249238015250917,0.2459015735691048,0.2566739298132409,0.2705748558535195,0.2682674581475833,0.3139720706345916,0.0,0.0,0.0,0.0,0.0,0.0,3.2334919852757023,1.16476556788347,1.0740707067010231,3.694563718346456,0.9631763832469032,0.0621498380469193,0.8034737699939535,1.3671608963584232,1.4386513232028433,0.9796610424011084,1.6732384107069358,2.7562548796402333,organismalfitness
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,A0A192B1T2_9HIV1,cssf_1bf288bd319a,vespag,0.3249930860882668,852,0.7769953051643192,662.0,74854.0,36470.5,0.986,0.0,0.2133,0.0,0.0500829330531196,2.6192548754721616,0.0,0.3483812775371809,0.651618722462819,Virus,OrganismalFitness,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::A0A192B1T2_9HIV1_Haddox_2018::A0A192B1T2_9HIV1,0.9306828129101086,0.6056897268218417,0.6049310047360275,0.63575330281107,0.6275917186182408,0.6444456271844393,0.6324053843461179,0.651618722462819,0.3950689952639725,0.36424669718893,0.3724082813817592,0.3555543728155607,0.3675946156538821,0.3483812775371809,0.0,0.0,0.0,0.0,0.0,0.0,4.004955417402801,1.3803243047834917,1.0712538172559896,1.8167178351083464,1.040000320209489,0.0500829330531196,1.9845519226290504,1.125505730995576,1.4117689813719854,0.9388887861334512,1.4165589170423645,2.6192548754721616,organismalfitness
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,A0A1I9GEU1_NEIME,cssf_977f4be4ca9f,vespag,0.0065171137355787,161,1.0,161.0,5553.0,2265.9,0.857,0.0,0.3352,1.0,0.1208308929165832,1.8962517089987208,0.0,0.1633919436877853,0.8366080563122147,Prokaryote,Activity,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::A0A1I9GEU1_NEIME_Kennouche_2019::A0A1I9GEU1_NEIME,0.1182394227272361,0.1117223089916574,0.8305217857468725,0.8041606721965031,0.7466536960306974,0.8346786594116498,0.7443041717225403,0.8366080563122147,0.1694782142531274,0.1958393278034969,0.2533463039693026,0.1653213405883502,0.2556958282774597,0.1633919436877853,0.0,0.0,0.0,0.0,0.0,0.0,3.688862080752421,2.6906822039899785,2.3815977493941523,3.148522148985061,2.017446481405209,0.1208308929165832,1.8222147553571104,0.7891462869214394,0.7825894825235253,0.9420645869465428,0.8695717942097353,1.8962517089987208,activity
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,A0A247D711_LISMN,cssf_c9df9de4e934,vespag,0.4376326656161532,87,1.0,87.0,57.0,8.9,1.0,0.0,0.4406,1.0,0.0605721809351165,2.6305464915787997,0.0,0.2995034949219288,0.7004965050780712,Prokaryote,Activity,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::A0A247D711_LISMN_Stadelmann_2021::A0A247D711_LISMN,0.4376326656161532,0.0,0.969546157437322,0.955567642718932,0.9715010620841348,0.9583537534639476,0.9583537534639476,0.7004965050780712,0.0304538425626779,0.0444323572810678,0.0284989379158651,0.0416462465360523,0.0416462465360523,0.2995034949219288,0.0,0.0,0.0,0.0,0.0,0.0,1.5970209118077243,1.5901521286838236,1.5427714393498029,1.5013306586472837,1.4358834057940102,0.0605721809351165,1.1549808752096529,1.2887762948728676,1.304092019859985,1.3364199090299784,1.391704389563489,2.6305464915787997,activity
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,vespag,0.9555504623191544,565,0.9982300884955752,564.0,57581.0,9047.2,0.968,0.0,0.2744,0.0,0.0849962361941021,2.7958781072369687,0.0,0.2397747520024045,0.7602252479975955,Virus,OrganismalFitness,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::A0A2Z5U3Z0_9INFA_Doud_2016::A0A2Z5U3Z0_9INFA,0.9555504623191544,0.0,0.6729724185038217,0.6423581323843182,0.6260998150307018,0.7241235333183561,0.6107354896892567,0.7602252479975955,0.3270275814961783,0.3576418676156818,0.3739001849692982,0.2758764666816439,0.3892645103107433,0.2397747520024045,0.0,0.0,0.0,0.0,0.0,0.0,3.967669696053643,1.4823047245492371,1.1893120403586468,3.7526839380363217,1.1436082628082327,0.0849962361941021,1.334058079473013,1.130250712005371,1.2879005554011085,2.0455210525947716,1.3054475101665055,2.7958781072369687,organismalfitness
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,A0A2Z5U3Z0_9INFA,cssf_97ae43962602,vespag,0.4966412255502964,565,0.976991150442478,552.0,57581.0,9047.2,0.968,0.0,0.2744,0.0,0.1097432640308314,2.469360284374108,0.0,0.2330852166436735,0.7669147833563265,Virus,OrganismalFitness,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::A0A2Z5U3Z0_9INFA_Wu_2014::A0A2Z5U3Z0_9INFA,0.4966412255502964,0.0,0.6747717985346792,0.6158390907002774,0.6008316341430581,0.7319164365409492,0.594254692582455,0.7669147833563265,0.3252282014653208,0.3841609092997226,0.3991683658569419,0.2680835634590508,0.405745307417545,0.2330852166436735,0.0,0.0,0.0,0.0,0.0,0.0,3.4065443331494265,1.2312404271261912,0.9628040920094172,3.3047818227373704,0.9289140171485388,0.1097432640308314,1.264323390684626,1.1685166216665102,1.3505500939264237,2.0764999110157025,1.3947668163162503,2.469360284374108,organismalfitness
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A4D664_9INFA_Soh_2019,A4D664_9INFA_Soh_2019,A4D664_9INFA,A4D664_9INFA,cssf_c55b9af61b07,vespag,0.3033962883191091,759,1.0,759.0,26683.0,1288.0,1.0,0.0,0.2345,0.0,0.0721421813336286,2.772766869969212,0.0,0.3831631650238479,0.616836834976152,Virus,OrganismalFitness,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::A4D664_9INFA_Soh_2019::A4D664_9INFA,0.3033962883191091,0.0,0.7325925681893861,0.7379821573455588,0.7325925681893861,0.6630391917866889,0.7363060623894722,0.616836834976152,0.2674074318106139,0.2620178426544411,0.2674074318106139,0.3369608082133111,0.2636939376105278,0.3831631650238479,0.0,0.0,0.0,0.0,0.0,0.0,3.577922204581919,1.036318582269835,1.0086630479033871,5.219589243376182,0.9431579817857187,0.0721421813336286,0.5142565383894416,1.4277270968875893,1.4521627812055158,0.4684279487736524,1.503621806821404,2.772766869969212,organismalfitness
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A4GRB6_PSEAI_Chen_2020,A4GRB6_PSEAI_Chen_2020,A4GRB6_PSEAI,A4GRB6_PSEAI,cssf_579275b2407d,vespag,0.9143051266626342,266,1.0,266.0,108496.0,32081.3,0.726,0.0,0.3512,0.0,0.1038566910857312,2.462832746454231,0.0,0.1103312817652903,0.8896687182347096,Prokaryote,OrganismalFitness,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::A4GRB6_PSEAI_Chen_2020::A4GRB6_PSEAI,0.9143051266626342,0.0,0.907529486385626,0.8949671662346592,0.907529486385626,0.908185204456951,0.8277633008616001,0.8896687182347096,0.092470513614374,0.1050328337653407,0.092470513614374,0.091814795543049,0.1722366991383999,0.1103312817652903,0.0,0.0,0.0,0.0,0.0,0.0,3.4319872314078217,3.2700358996203196,2.6555041283974603,3.973600455105853,2.226623179147092,0.1038566910857312,1.2344331049201906,1.1494001874930475,1.1480481601869783,1.2078282185889009,1.1371666894764223,2.462832746454231,organismalfitness
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A4_HUMAN_Seuma_2022,A4_HUMAN_Seuma_2022,A4_HUMAN,A4_HUMAN,cssf_6a1f189f4e62,vespag,0.5444273349218336,770,0.0545454545454545,42.0,5272.0,62.3,0.987,0.0,0.2072,1.0,0.0411679891213008,2.773595618778536,0.0,0.163123102347747,0.8368768976522529,Human,Stability,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::A4_HUMAN_Seuma_2022::A4_HUMAN,0.5444273349218336,0.0,0.8574981484355436,0.8574981484355436,0.863415411876012,0.9211614755987928,0.8722289259052396,0.8368768976522529,0.1425018515644563,0.1425018515644563,0.136584588123988,0.078838524401207,0.1277710740947604,0.163123102347747,0.0,0.0,0.0,0.0,0.0,0.0,3.006298076146299,3.4681190934103543,2.906194877749919,5.432009020294577,3.269172976038457,0.0411679891213008,1.1484666501739578,0.8642339840143852,1.111507882217956,0.8782602833574008,0.9809272847260596,2.773595618778536,stability
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,AACC1_PSEAI_Dandage_2018,AACC1_PSEAI_Dandage_2018,AACC1_PSEAI,AACC1_PSEAI,cssf_c8ac09285ada,vespag,0.3621404924011575,177,0.9096045197740112,161.0,539868.0,174397.6,0.746,0.0,0.3165,1.0,0.1188561927778529,2.290638355017577,0.0,0.1873974741160955,0.8126025258839045,Prokaryote,OrganismalFitness,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,,,,,variantshift-development-v1::proteingym-v1.3::AACC1_PSEAI_Dandage_2018::AACC1_PSEAI,0.4269994629296324,0.06485897052847495,0.8919756527296031,0.8419866968714507,0.8229345270632114,0.8419866968714507,0.7976287744938839,0.8126025258839045,0.1080243472703968,0.1580133031285493,0.1770654729367886,0.1580133031285493,0.202371225506116,0.1873974741160955,0.0,0.0,0.0,0.0,0.0,0.0,2.8203777648981005,2.5409304432401285,2.440643347030866,3.867904266995963,2.14417836169509,0.1188561927778529,1.1523734127589855,1.091017130572627,1.0275224140098282,1.1741155573407605,1.0870130577231514,2.290638355017577,organismalfitness
