assay_id,uniprot_id,taxon,coarse_selection_type,model,score_column,modality,evaluation_type,spearman,rmse,mae,r2,top_fraction,top_recall,ndcg,selected_target_mean,selection_gain_sd,best_variant_regret_sd,test_rows
A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,Virus,OrganismalFitness,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.13092305655407335,4.1425881062434,2.850738742550167,-82.29585821725435,0.1,0.14822546972860126,0.9294692851109582,0.26645403839650394,0.19317858801436097,0.0,9576
A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,Virus,OrganismalFitness,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.49683125534585837,6.96664698356272,6.167392998585732,-9.893916082782876,0.1,0.2670906200317965,0.963578553596643,-0.6408069536915739,0.9306828129101086,0.49490617972419715,12577
A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,Prokaryote,Activity,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.038729880453459285,7.112696423083152,6.135797985512884,-20.339432406677126,0.1,0.0967741935483871,0.880153633169527,0.18491397849462368,0.1182394227272361,1.711345820099425,922
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,Activity,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.07413732243305153,2.089350040234403,1.5316652455046458,-1.5798225620789728,0.1,0.12048192771084337,0.8877464380417799,-0.6923897975739979,-0.1575417440549658,0.09096234699909435,1653
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.33889298700633635,4.380963652991837,3.5050563036505733,-11.25832899108915,0.1,0.166044776119403,0.9398629955443928,-1.6431707627602612,0.3395793640269513,0.0,10715
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,Virus,OrganismalFitness,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.2525261645308819,4.989236176094558,3.9060803906051946,-24.50728288456449,0.1,0.17872340425531916,0.919454884867497,0.5766378107787234,0.18009579859027283,6.775873189531062,2350
A4D664_9INFA_Soh_2019,A4D664_9INFA,Virus,OrganismalFitness,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.08019945015721366,4.5425276219508275,2.9734691723277886,-109.11757528210309,0.1,0.12474012474012475,0.9260796496880325,0.42506020110602794,0.12334238284895402,20.206303030711258,14421
A4GRB6_PSEAI_Chen_2020,A4GRB6_PSEAI,Prokaryote,OrganismalFitness,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.6713226142770969,3.2574574272690935,2.561962473790252,-1.4164193402830287,0.1,0.30538922155688625,0.957448615652027,-0.14311798362959424,0.8521874651640285,0.0,5004
A4_HUMAN_Seuma_2022,A4_HUMAN,Human,Stability,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.5000055079973623,5.83074746574872,4.423288624066475,-11.464069342610749,0.1,0.0875,0.9138627586225143,-0.15673786673225582,0.5369753614568427,0.9754107587236617,796
AACC1_PSEAI_Dandage_2018,AACC1_PSEAI,Prokaryote,OrganismalFitness,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.3535961208643244,4.163006864608201,3.4546893448213405,-4.001239636550846,0.1,0.16022099447513813,0.9198498218229766,1.458068211466022,0.31213524913074026,0.38243370237042656,1801
ACE2_HUMAN_Chan_2020,ACE2_HUMAN,Human,Binding,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.24418376506919323,4.553986755200633,3.683463724964107,-15.328990640002218,0.1,0.1210762331838565,0.911645698636429,-0.2247560934035874,0.16077572025123932,0.18208949426958712,2223
ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN,Human,Activity,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.5279809456283722,10.168951693492186,8.729451042594466,-188.3055460682623,0.1,0.1717948717948718,0.948756456317376,2.3024585560938937,0.4886448420801732,1.024138276795975,7800
AMFR_HUMAN_Tsuboyama_2023_4G3O,AMFR_HUMAN,Human,Stability,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.44103343256666094,4.1557033316665315,3.444986440717378,-17.08714902649046,0.1,0.15853658536585366,0.9389346596498431,0.06708061213598814,0.8029776375885939,0.1489896801764587,820
AMIE_PSEAE_Wrenbeck_2017,AMIE_PSEAE,Prokaryote,Activity,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.483119103683139,3.2689874991558003,2.421213049769459,-71.70595482555443,0.1,0.1926163723916533,0.938107683181579,-0.1677263242375602,0.3490523257870373,0.0,6227
ANCSZ_Hobbs_2022,ANCSZ,Eukaryote,Activity,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.49588111346589336,8.506079612288863,7.258845532387385,-2075.3841051567374,0.1,0.15203426124197003,0.9426469302584808,-0.005655257573897988,0.5585334809559855,0.22813051586152647,4670
ARGR_ECOLI_Tsuboyama_2023_1AOY,ARGR_ECOLI,Prokaryote,Stability,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.44951379226854243,3.1103821431367096,2.440799150567654,-7.016053393721728,0.1,0.23255813953488372,0.9328386280480505,-0.2530934012388725,0.5674790434731172,0.47561326182821057,1287
BBC1_YEAST_Tsuboyama_2023_1TG0,BBC1_YEAST,Eukaryote,Stability,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.4008310390621426,4.4188120773143655,3.509030270589037,-13.441899887081965,0.1,0.1743119266055046,0.9382718762163262,-0.014550519016602686,0.7398008453378505,0.49887532918960137,1084
BCHB_CHLTE_Tsuboyama_2023_2KRU,BCHB_CHLTE,Prokaryote,Stability,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.2541537857648625,1.7117443408938986,1.3272126817565317,-0.9911912372460949,0.1,0.2696629213483146,0.914025680423648,-0.26172292961293575,0.4782169613620783,0.01794377970739179,890
BLAT_ECOLX_Deng_2012,BLAT_ECOLX,Prokaryote,OrganismalFitness,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.4804193584297274,4.215999441751392,3.393448842024038,-6.620854205409434,0.1,0.318,0.9543348937409333,-1.4528996929,0.8294984283132191,0.0,4996
BLAT_ECOLX_Firnberg_2014,BLAT_ECOLX,Prokaryote,OrganismalFitness,carp_640m,CARP_640M,sequence,official_zero_shot_paired_complete_case,0.6995243151154736,6.795314329363101,5.994763934448098,-228.18214045397016,0.1,0.3653444676409186,0.9656054464299691,0.95060375782881,0.9823691066677873,2.6722746221161278,4783
