protocol_id,panel_id,dataset_id,assay_id,task_id,target_id,protein_id,family_id,model_id,selection_gain_sd,protein_length,assayed_fraction,mutated_positions,msa_depth,msa_neff,alignment_coverage,sequence_identity_to_development,structure_similarity_to_development,domain_coverage,score_dispersion,score_tail_separation,missing_fraction,ensemble_disagreement,ensemble_agreement,taxon,assay_modality,model_family,model_modalities,exposure_status,structure_available,development_crossover_probability_supervised_wins,transport_estimator,fold,predicted_selection_gain_sd,decision_selection_gain_sd,predicted_error_scale,lower_selection_gain_sd,auditor_selected,auditor_confidence,trusted,prediction_error,decision_prediction_error,lower_bound_covers
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,carp_640m,0.1931785880143609,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,3.2334919852757023,0.8034737699939535,0.0,0.249238015250917,0.750761984749083,Virus,OrganismalFitness,convolutional-protein-language-model,sequence,known-development-benchmark,available,,elastic_net,0,0.25265881852090727,0.25265881852090727,0.20868839035699546,-0.30224397669203823,False,,False,0.059480230506546355,0.059480230506546355,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,esm2_150m,-0.0292027775723766,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,1.16476556788347,1.3671608963584232,0.0,0.2459015735691048,0.7540984264308952,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,elastic_net,0,0.13372325758928183,0.13372325758928183,0.11505243725580135,-0.17220137444267974,False,,False,0.16292603516165843,0.16292603516165843,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,esm2_35m,0.0064560410628843,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,1.0740707067010231,1.4386513232028433,0.0,0.2566739298132409,0.7433260701867591,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,elastic_net,0,0.1372357857044777,0.1372357857044777,0.13849924127797328,-0.23103393925985266,False,,False,0.1307797446415934,0.1307797446415934,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,esm2_650m,0.0776851337432295,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,3.694563718346456,0.9796610424011084,0.0,0.2705748558535195,0.7294251441464805,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,elastic_net,0,0.28600438351413815,0.28600438351413815,0.17031563314737883,-0.16686518311709958,False,,False,0.20831924977090865,0.20831924977090865,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,esm2_8m,-0.0588386739735913,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,0.9631763832469032,1.6732384107069358,0.0,0.2682674581475833,0.7317325418524167,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,elastic_net,0,0.17900831114802862,0.17900831114802862,0.17652799897598137,-0.2903799470945625,False,,False,0.23784698512161992,0.23784698512161992,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,vespag,0.5073360330040683,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,0.0621498380469193,2.7562548796402333,0.0,0.3139720706345916,0.6860279293654084,Virus,OrganismalFitness,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,elastic_net,0,0.45382830869806623,0.45382830869806623,0.1564889851376504,0.03772382332457769,True,0.5745500296730768,True,-0.053507724306002036,-0.053507724306002036,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,A0A192B1T2_9HIV1,cssf_1bf288bd319a,carp_640m,0.9306828129101086,852,0.7769953051643192,662,74854,36470.5,0.986,0.0,0.2133,0.0,4.004955417402801,1.9845519226290504,0.0,0.3950689952639725,0.6049310047360275,Virus,OrganismalFitness,convolutional-protein-language-model,sequence,known-development-benchmark,available,,elastic_net,3,0.5048952215296121,0.5048952215296121,0.10343823562599913,0.3231499727980808,True,1.6752619050855322,True,-0.4257875913804965,-0.4257875913804965,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,A0A192B1T2_9HIV1,cssf_1bf288bd319a,esm2_150m,-0.0634174838363436,852,0.7769953051643192,662,74854,36470.5,0.986,0.0,0.2133,0.0,1.3803243047834917,1.125505730995576,0.0,0.36424669718893,0.63575330281107,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,elastic_net,3,0.028078954842228554,0.028078954842228554,0.0786929816235967,-0.1101878614085659,False,,False,0.09149643867857216,0.09149643867857216,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,A0A192B1T2_9HIV1,cssf_1bf288bd319a,esm2_35m,-0.0611938948174764,852,0.7769953051643192,662,74854,36470.5,0.986,0.0,0.2133,0.0,1.0712538172559896,1.4117689813719854,0.0,0.3724082813817592,0.6275917186182408,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,elastic_net,3,0.05934929133205069,0.05934929133205069,0.08121401192576436,-0.08334707919868958,False,,False,0.12054318614952708,0.12054318614952708,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,A0A192B1T2_9HIV1,cssf_1bf288bd319a,esm2_650m,-0.0074212903913124,852,0.7769953051643192,662,74854,36470.5,0.986,0.0,0.2133,0.0,1.8167178351083464,0.9388887861334512,0.0,0.3555543728155607,0.6444456271844393,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,elastic_net,3,0.03122415736299039,0.03122415736299039,0.044655111258715775,-0.047236715966229345,False,,False,0.038645447754302786,0.038645447754302786,True
