assay_id,uniprot_id,seed,taxon,coarse_selection_type,train_rows,train_positions,mutation_density,variants_per_position_mean,variants_per_position_cv,target_std,target_iqr,target_skew,relative_variability_site_means,fraction_highly_variable_sites,mean_within_site_sd_scaled,zero_score_train_spearman,zero_score_train_top_recall,zero_score_std,log_protein_length,supervised_test_spearman,zero_shot_test_spearman,supervised_advantage,supervised_wins
A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,42,Virus,OrganismalFitness,7657.0,403.0,1.0,19.0,0.0,0.41492181188136035,0.09398206838362791,6.400664315961975,0.5110884103769595,0.23573200992555832,0.5231023925114365,0.2028196235689406,0.12532637075718014,3.70240529728429,8.138564737261632,0.2490000827301323,0.2472114120987588,0.0017886706313735012,1
A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,43,Virus,OrganismalFitness,7657.0,403.0,1.0,19.0,0.0,0.4734583864898851,0.10220703821056401,6.797937949572935,0.5251561403742305,0.22332506203473945,0.5013745146137165,0.21815315938965052,0.12532637075718014,3.747497336506951,8.138564737261632,0.1529371981844471,0.1908953638386998,-0.037958165654252696,0
A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,44,Virus,OrganismalFitness,7657.0,403.0,1.0,19.0,0.0,0.4150534727162126,0.09300049687064289,7.80979341358781,0.5180986251245376,0.22332506203473945,0.4988239705297851,0.2083118400064458,0.12140992167101827,3.6507645486446343,8.138564737261632,0.1717078127946157,0.2431876320761432,-0.0714798192815275,0
A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,45,Virus,OrganismalFitness,7657.0,403.0,1.0,19.0,0.0,0.45585944937651096,0.0945139080811209,7.013190267345518,0.5294307131298801,0.21836228287841192,0.4928204542232124,0.2038837957606045,0.13315926892950392,3.6907271642077704,8.138564737261632,0.2799308534353517,0.2451507423840732,0.034780111051278484,1
A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,46,Virus,OrganismalFitness,7657.0,403.0,1.0,19.0,0.0,0.43783621336353634,0.09405036883619389,7.386856287484488,0.5297433004444078,0.21588089330024815,0.4887460408777736,0.2215448360891921,0.11879895561357702,3.700836002355097,8.138564737261632,0.1531170835821576,0.1812556087361932,-0.028138525154035615,0
A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,42,Virus,OrganismalFitness,10069.0,530.0,0.9999006951340615,18.99811320754717,0.002284238752607012,2.1230358662129936,3.3918555730000004,-0.13497015011859634,0.8299867660766316,0.14150943396226415,0.5356576647125639,0.0731904282556755,0.10327706057596822,1.857093970916498,6.748759547491679,0.351142530108782,0.1009398589124361,0.25020267119634587,1
A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,43,Virus,OrganismalFitness,10070.0,530.0,1.0,19.0,0.0,2.1007043348070984,3.3978062627500005,-0.15703456537737898,0.8257710274471456,0.15471698113207547,0.540688200558909,0.0465824117353289,0.09831181727904667,1.8301505251753114,6.748759547491679,0.4149505926607079,0.2102760574747332,0.20467453518597467,1
A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,44,Virus,OrganismalFitness,10069.0,530.0,0.9999006951340615,18.99811320754717,0.002284238752607012,2.114035829211628,3.3931455680000004,-0.1480941403234313,0.833454253472896,0.1320754716981132,0.5308468531809207,0.08487458618980848,0.10625620655412116,1.8099105939236169,6.748759547491679,0.4340736374684624,0.0580584595768043,0.3760151778916581,1
A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,45,Virus,OrganismalFitness,10070.0,530.0,1.0,19.0,0.0,2.1235979625097525,3.47182222625,-0.16777558726407585,0.8357396871210296,0.1320754716981132,0.5260137806676733,0.06969139234693848,0.10427010923535253,1.7814864468166332,6.748759547491679,0.3014748133850108,0.1204809238226871,0.1809938895623237,1
A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,46,Virus,OrganismalFitness,10069.0,530.0,0.9999006951340615,18.99811320754717,0.002284238752607012,2.133645708700657,3.45889316,-0.14303302704734328,0.8352042750318107,0.13962264150943396,0.5262841427469068,0.08648108459044526,0.11022840119165839,1.8122875927753206,6.748759547491679,0.4165886649097823,0.0535947195885678,0.3629939453212145,1
A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,42,Prokaryote,Activity,740.0,129.0,0.3019175846593227,5.736434108527132,0.1311716042958892,1.5129882955468132,1.66725,-0.822294750093242,0.4995407805084215,0.5891472868217055,0.7940395843988357,0.014410374090550676,0.06756756756756757,3.166204392415043,5.087596335232384,0.1200432554236084,0.0904750980239968,0.029568157399611605,1
A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,43,Prokaryote,Activity,742.0,129.0,0.30273357813137497,5.751937984496124,0.12251555986375756,1.569963543187494,1.7495,-0.6204711565778209,0.5011906155486964,0.5581395348837209,0.7958159674648007,0.040056772978887614,0.08,3.1290702123096708,5.087596335232384,0.0280513061630714,-0.0420661564309372,0.07011746259400861,1
A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,44,Prokaryote,Activity,736.0,129.0,0.3002855977152183,5.705426356589148,0.1298532098040257,1.5600755481527162,1.7365,-0.6251453030453141,0.48312214210391846,0.5658914728682171,0.7976243787143789,0.01790565495830326,0.06756756756756757,3.205558064255686,5.087596335232384,0.0521202525449811,0.0880345155874616,-0.0359142630424805,0
A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,45,Prokaryote,Activity,741.0,129.0,0.3023255813953488,5.744186046511628,0.12875088045093708,1.5491919527877924,1.6720000000000002,-0.7733343759498325,0.4994313618543656,0.5736434108527132,0.7935660424493822,0.021368368961526305,0.08,3.195345569458459,5.087596335232384,0.0677302547866546,0.0577925714780756,0.009937683308579005,1
A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,46,Prokaryote,Activity,735.0,129.0,0.2998776009791922,5.6976744186046515,0.1266841289467731,1.5477506732489714,1.6909999999999998,-0.6983946307590764,0.4802550358993419,0.5736434108527132,0.8010033465546905,0.01385175134088218,0.08108108108108109,3.21869343858688,5.087596335232384,0.1707808196741798,0.0985937786023774,0.07218704107180239,1
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,42,Prokaryote,Activity,1330.0,70.0,1.0,19.0,0.0,1.310641113272617,1.1464472241546413,-1.6673342300388065,0.7126328832532902,0.42857142857142855,0.6115863491783904,0.08450584747412362,0.15037593984962405,1.5585534092438305,4.477336814478207,0.4061151030460493,-0.0190110114729848,0.4251261145190341,1
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,43,Prokaryote,Activity,1330.0,70.0,1.0,19.0,0.0,1.325396776792599,1.2640657495008312,-1.537721888874021,0.706376204774586,0.4,0.6143357974257967,0.02482441178060604,0.12781954887218044,1.525123372428038,4.477336814478207,0.1673991797467237,0.2576544411481586,-0.09025526140143492,0
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,44,Prokaryote,Activity,1330.0,70.0,1.0,19.0,0.0,1.3001795467867343,1.166354985410395,-1.6350428695299486,0.6928883292743142,0.44285714285714284,0.6298697797405186,0.049710657838082845,0.12781954887218044,1.2760030712318198,4.477336814478207,0.2293802401499894,0.1359566763805003,0.0934235637694891,1
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,45,Prokaryote,Activity,1330.0,70.0,1.0,19.0,0.0,1.307389013272181,1.1144348778176232,-1.652813774517792,0.7001244678811854,0.42857142857142855,0.6208874100798406,0.10804909437585995,0.11278195488721804,1.5544049330544487,4.477336814478207,0.2817800397555411,-0.1027333893130097,0.3845134290685508,1
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,46,Prokaryote,Activity,1330.0,70.0,1.0,19.0,0.0,1.3075469956364865,1.1958669881304727,-1.576777912443372,0.7083820668396501,0.4142857142857143,0.6152093665753755,0.05865364898625393,0.13533834586466165,1.2601419211671032,4.477336814478207,0.3672127633873908,0.0957903371850559,0.27142242620233487,1
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,42,Virus,OrganismalFitness,8569.0,451.0,1.0,19.0,0.0,1.2507254751837744,2.048836669,0.2778078567765423,0.7803365263007728,0.28824833702882485,0.6011868731638889,0.5091728354429812,0.2823803967327888,3.804634006029335,6.338594078203183,0.3658893220095748,0.4980689742042953,-0.1321796521947205,0
