protocol_id,panel_id,dataset_id,assay_id,task_id,target_id,protein_id,family_id,model_id,selection_gain_sd,protein_length,assayed_fraction,mutated_positions,msa_depth,msa_neff,alignment_coverage,sequence_identity_to_development,structure_similarity_to_development,domain_coverage,score_dispersion,score_tail_separation,missing_fraction,ensemble_disagreement,ensemble_agreement,taxon,assay_modality,model_family,model_modalities,exposure_status,structure_available,development_crossover_probability_supervised_wins
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,esm2_650m,0.0776851337432295,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,3.6945637183464557,0.9796610424011083,0.0,0.2713945099297741,0.7286054900702259,Virus,OrganismalFitness,masked-protein-language-model,single_sequence,known-development-benchmark,available,0.41658092006567926
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,esm3_open,0.1862852047545771,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,4.599961327131952,1.1081268441732282,0.0,0.287364309305858,0.712635690694142,Virus,OrganismalFitness,multimodal-generative-model,sequence_structure_function,known-development-benchmark,available,0.41658092006567926
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,esmc_600m,0.0176546373880088,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,1.17658672953131,1.2851166504409173,0.0,0.38225084176023716,0.6177491582397628,Virus,OrganismalFitness,masked-protein-language-model,single_sequence,known-development-benchmark,available,0.41658092006567926
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,gemme,0.5792163788850654,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,2.3605424747648724,1.8073888566189469,0.0,0.23733115294749996,0.7626688470525,Virus,OrganismalFitness,evolutionary-sequence-model,msa,known-development-benchmark,available,0.41658092006567926
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,progen3_3b,0.5014795231889526,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,0.005464948768771341,1.1201716517301634,0.0,0.25169172539504814,0.7483082746049519,Virus,OrganismalFitness,autoregressive-protein-language-model,single_sequence,known-development-benchmark,available,0.41658092006567926
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,prosst_2048,0.0660966057930449,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,4.648870239398818,1.0072337494512495,0.0,0.28307695664205956,0.7169230433579404,Virus,OrganismalFitness,structure-aware-protein-language-model,sequence_structure,known-development-benchmark,available,0.41658092006567926
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,s3f_msa,0.5426112422160076,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,0.852585812522113,1.7942222774281396,0.0,0.2066830285568284,0.7933169714431716,Virus,OrganismalFitness,structure-msa-model,structure_msa,known-development-benchmark,available,0.41658092006567926
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,saprot_650m,0.1426163111051781,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,2.903076855258511,1.162787658770152,0.0,0.26505047218437006,0.7349495278156299,Virus,OrganismalFitness,structure-aware-protein-language-model,sequence_structure,known-development-benchmark,available,0.41658092006567926
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,siterm,0.6435590804707118,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,1.863566438525242,1.7252273397993587,0.0,0.2222728617943993,0.7777271382056007,Virus,OrganismalFitness,structure-msa-model,structure_msa,known-development-benchmark,available,0.41658092006567926
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,tranception_l,0.5066639420291131,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,0.0016493503750644452,1.4041165561026587,0.0,0.23193234407398466,0.7680676559260153,Virus,OrganismalFitness,retrieval-augmented-protein-language-model,msa_retrieval,known-development-benchmark,available,0.41658092006567926
