protocol_id,panel_id,dataset_id,assay_id,task_id,target_id,protein_id,family_id,model_id,selection_gain_sd,protein_length,assayed_fraction,mutated_positions,msa_depth,msa_neff,alignment_coverage,sequence_identity_to_development,structure_similarity_to_development,domain_coverage,score_dispersion,score_tail_separation,missing_fraction,ensemble_disagreement,ensemble_agreement,taxon,assay_modality,model_family,model_modalities,exposure_status,structure_available,development_crossover_probability_supervised_wins,transport_estimator,fold,predicted_selection_gain_sd,decision_selection_gain_sd,predicted_error_scale,lower_selection_gain_sd,auditor_selected,auditor_confidence,trusted,prediction_error,decision_prediction_error,lower_bound_covers
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,carp_640m,0.1931785880143609,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,3.2334919852757023,0.8034737699939535,0.0,0.249238015250917,0.750761984749083,Virus,OrganismalFitness,convolutional-protein-language-model,sequence,known-development-benchmark,available,,elastic_net,0,0.48932066221074266,0.48932066221074266,0.23889589836217093,-0.08905799657614477,False,,False,0.2961420741963817,0.2961420741963817,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,esm1v_ensemble,0.1066615073728358,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,1.5300919248997291,1.032690386883065,0.0,0.1935039995888918,0.8064960004111081,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,elastic_net,0,0.38496722828806496,0.38496722828806496,0.2653688652086053,-0.2575037785203781,False,,False,0.27830572091522915,0.27830572091522915,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,esm2_150m,-0.0292027775723766,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,1.16476556788347,1.3671608963584232,0.0,0.2459015735691048,0.7540984264308952,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,elastic_net,0,0.35951889749529087,0.35951889749529087,0.2698959083994243,-0.29391230238020405,False,,False,0.38872167506766747,0.38872167506766747,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,esm2_35m,0.0064560410628843,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,1.0740707067010231,1.4386513232028433,0.0,0.2566739298132409,0.7433260701867591,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,elastic_net,0,0.3540747357092443,0.3540747357092443,0.26134105819509884,-0.2786447532443691,False,,False,0.34761869464636,0.34761869464636,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,esm2_650m,0.0776851337432295,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,3.694563718346456,0.9796610424011084,0.0,0.2705748558535195,0.7294251441464805,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,elastic_net,0,0.3791420395478504,0.3791420395478504,0.26416851021168647,-0.2604228490813113,False,,False,0.3014569058046209,0.3014569058046209,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,esm2_8m,-0.0588386739735913,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,0.9631763832469032,1.6732384107069358,0.0,0.2682674581475833,0.7317325418524167,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,elastic_net,0,0.3591719130102347,0.3591719130102347,0.2893289603693023,-0.3413076565171927,False,,False,0.418010586983826,0.418010586983826,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,esm_if1,0.1352855605046223,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,0.0102447164554118,1.1079806578292866,0.0,0.3716083855886452,0.6283916144113548,Virus,OrganismalFitness,inverse-folding-model,sequence+structure,known-development-benchmark,available,,elastic_net,0,0.356560783513618,0.356560783513618,0.3269837610683765,-0.43508290090456037,False,,False,0.2212752230089957,0.2212752230089957,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,saprot_35m,0.0913493590838207,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,2.171202389220553,1.2205630856582632,0.0,0.26344043369226,0.73655956630774,Virus,OrganismalFitness,structure-aware-protein-language-model,sequence+structure,known-development-benchmark,available,,elastic_net,0,0.4806283496247806,0.4806283496247806,0.28890102049622474,-0.21881515653140893,False,,False,0.38927899054095993,0.38927899054095993,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,tranception_l_no_retrieval,0.392781405292346,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,0.0104013452017499,0.946368477399472,0.0,0.3145611199193836,0.6854388800806164,Virus,OrganismalFitness,autoregressive-protein-language-model,sequence,known-development-benchmark,available,,elastic_net,0,0.3655348896942428,0.3655348896942428,0.29189997211231383,-0.3411692250591308,False,,False,-0.027246515598103205,-0.027246515598103205,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,A0A140D2T1_ZIKV,cssf_a5d49b9502ef,vespag,0.5073360330040683,3423,0.147239263803681,504,16501,854.1,0.948,0.0,0.2561,0.0,0.0621498380469193,2.7562548796402333,0.0,0.3139720706345916,0.6860279293654084,Virus,OrganismalFitness,distilled-evolutionary-variant-effect-model,sequence,known-development-benchmark,available,,elastic_net,0,0.49711318576727365,0.49711318576727365,0.2590056751636876,-0.12995222660017108,True,0.5982112624730128,False,-0.010222847236794619,-0.010222847236794619,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,A0A192B1T2_9HIV1,cssf_1bf288bd319a,carp_640m,0.9306828129101086,852,0.7769953051643192,662,74854,36470.5,0.986,0.0,0.2133,0.0,4.004955417402801,1.9845519226290504,0.0,0.3950689952639725,0.6049310047360275,Virus,OrganismalFitness,convolutional-protein-language-model,sequence,known-development-benchmark,available,,elastic_net,1,0.38840964900313946,0.38840964900313946,0.12453405727026849,-0.04785662623875153,True,1.8072354298954423,False,-0.5422731639069691,-0.5422731639069691,True
variantshift-development-v1,proteingym-v1.3,proteingym-substitutions-v1.3,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,A0A192B1T2_9HIV1,cssf_1bf288bd319a,esm1v_ensemble,0.9323175025893282,852,0.7769953051643192,662,74854,36470.5,0.986,0.0,0.2133,0.0,3.633797732043079,2.036024824389613,0.0,0.3865994279879292,0.6134005720120708,Virus,OrganismalFitness,masked-protein-language-model,sequence,known-development-benchmark,available,,elastic_net,1,0.2818699269783326,0.2818699269783326,0.10780431727387446,-0.09578891577501136,False,,False,-0.6504475756109956,-0.6504475756109956,True
